job_id,Year,Salary,remote_id,size_id,currency_id,experience_id,employment_id,position_id,country_id
48,2025,142000,1,1,1,1,1,5,1
49,2025,70000,1,1,1,3,1,2,1
50,2025,65000,1,1,1,3,1,2,1
51,2025,147600,1,1,1,1,1,6,1
52,2025,88600,1,1,1,1,1,6,1
53,2025,188500,1,1,1,2,1,3,1
54,2025,165100,1,1,1,2,1,3,1
55,2025,169000,1,1,1,1,1,2,1
56,2025,105000,1,1,1,1,1,2,1
57,2025,218500,1,1,1,1,1,2,1
58,2025,161500,1,1,1,1,1,2,1
59,2025,146800,1,1,1,2,1,2,1
60,2025,115600,1,1,1,2,1,2,1
61,2025,224000,1,1,1,1,1,1,1
62,2025,183580,2,1,1,1,1,4,1
63,2025,111260,2,1,1,1,1,4,1
64,2025,121000,1,1,1,1,1,2,1
65,2025,103000,1,1,1,1,1,2,1
66,2025,124000,2,1,1,3,1,2,1
67,2025,86800,2,1,1,3,1,2,1
68,2025,120000,2,1,1,1,1,2,1
69,2025,90000,2,1,1,1,1,2,1
70,2025,154688,2,1,1,1,1,2,1
71,2025,103125,2,1,1,1,1,2,1
72,2025,263900,1,1,1,1,1,5,1
73,2025,195100,1,1,1,1,1,5,1
74,2025,87516,1,1,1,2,1,2,1
75,2025,45360,1,1,1,2,1,2,1
76,2025,88600,1,1,1,2,1,2,1
77,2025,65000,1,1,1,2,1,2,1
78,2025,107800,1,1,1,1,1,2,1
79,2025,78400,1,1,1,1,1,2,1
80,2025,161700,2,1,1,2,1,2,1
81,2025,117600,2,1,1,2,1,2,1
82,2025,161456,1,1,1,2,1,1,1
83,2025,76075,1,1,1,2,1,1,1
84,2025,224381,2,1,1,1,1,2,1
85,2025,149587,2,1,1,1,1,2,1
86,2025,179000,1,1,1,2,1,2,1
87,2025,112000,1,1,1,2,1,2,1
88,2025,130590,1,1,1,1,1,2,1
89,2025,114210,1,1,1,1,1,2,1
90,2025,209657,1,1,1,2,1,2,1
91,2025,106250,1,1,1,2,1,2,1
92,2025,97100,2,1,1,2,1,2,1
93,2025,54000,2,1,1,2,1,2,1
94,2025,121300,2,1,1,1,1,2,1
95,2025,67400,2,1,1,1,1,2,1
96,2025,136000,1,1,1,1,1,2,1
97,2025,173900,1,1,1,1,1,2,1
98,2025,82300,1,1,1,1,1,2,1
99,2025,209657,1,1,1,1,1,1,1
100,2025,106250,1,1,1,1,1,1,1
101,2025,190000,1,1,1,1,1,1,1
102,2025,161700,2,1,1,1,1,2,1
103,2025,117600,2,1,1,1,1,2,1
104,2025,265600,1,1,1,1,1,3,1
105,2025,159400,1,1,1,1,1,3,1
106,2025,235000,1,1,1,1,1,2,1
107,2025,157000,1,1,1,1,1,2,1
108,2025,199400,1,1,1,1,1,1,1
109,2025,119600,1,1,1,1,1,1,1
110,2025,158620,1,1,1,2,1,2,1
111,2025,79310,1,1,1,2,1,2,1
112,2025,188267,1,1,1,1,1,1,1
113,2025,141200,1,1,1,1,1,1,1
114,2025,173040,1,1,1,3,1,3,1
115,2025,86520,1,1,1,3,1,3,1
116,2025,194740,1,1,1,1,1,3,1
117,2025,104860,1,1,1,1,1,3,1
118,2025,219400,1,1,1,1,1,3,1
119,2025,131600,1,1,1,1,1,3,1
120,2025,112500,1,1,1,2,1,2,1
121,2025,67500,1,1,1,2,1,2,1
122,2025,223900,1,1,1,4,1,2,1
123,2025,135700,1,1,1,4,1,2,1
124,2025,165360,1,1,1,2,1,2,1
125,2025,110240,1,1,1,2,1,2,1
126,2025,200000,1,1,1,1,1,4,1
127,2025,158000,1,1,1,1,1,4,1
128,2025,142700,2,1,1,1,1,2,1
129,2025,114200,2,1,1,1,1,2,1
130,2025,223400,1,2,1,2,1,2,1
131,2025,136000,1,2,1,2,1,2,1
132,2025,260000,1,2,1,1,1,2,1
133,2025,150400,1,2,1,1,1,2,1
134,2025,264000,1,1,1,1,1,4,1
135,2025,176000,1,1,1,1,1,4,1
136,2025,240000,1,1,1,1,1,2,1
137,2025,160000,1,1,1,1,1,2,1
138,2025,241000,1,1,1,1,1,3,1
139,2025,161000,1,1,1,1,1,3,1
140,2025,160000,2,1,1,1,1,2,1
141,2025,130000,2,1,1,1,1,2,1
142,2025,213390,1,1,1,4,1,2,1
143,2025,143245,1,1,1,4,1,2,1
144,2025,220000,1,1,1,2,1,1,1
145,2025,140000,1,1,1,2,1,1,1
146,2025,140049,1,1,1,1,1,2,1
147,2025,84878,1,1,1,1,1,2,1
148,2025,174600,1,1,1,3,1,4,1
149,2025,81900,1,1,1,3,1,4,1
150,2025,74755,1,1,1,3,1,2,1
151,2025,48235,1,1,1,3,1,2,1
152,2025,117811,2,1,1,2,1,2,1
153,2025,76003,2,1,1,2,1,2,1
154,2025,183100,2,1,1,2,1,2,1
155,2025,98900,2,1,1,2,1,2,1
156,2025,239000,1,1,1,1,1,4,1
157,2025,161000,1,1,1,1,1,4,1
158,2025,183580,2,1,1,1,1,1,1
159,2025,111260,2,1,1,1,1,1,1
160,2025,211180,2,1,1,1,1,1,1
161,2025,127890,2,1,1,1,1,1,1
162,2025,93230,2,1,1,3,1,2,1
163,2025,71214,2,1,1,3,1,2,1
164,2025,128600,1,1,1,2,1,2,1
165,2025,62800,1,1,1,2,1,2,1
166,2025,128800,2,1,1,2,1,2,1
167,2025,75200,2,1,1,2,1,2,1
168,2025,419750,2,1,1,2,1,1,1
169,2025,220000,2,1,1,2,1,1,1
170,2025,227700,1,1,1,1,1,2,1
171,2025,151800,1,1,1,1,1,2,1
172,2025,138911,1,1,1,1,1,2,1
173,2025,160440,1,1,1,1,1,2,1
174,2025,87120,1,1,1,1,1,2,1
175,2025,142243,1,1,1,1,1,2,1
176,2025,184920,1,1,1,1,1,4,1
177,2025,123280,1,1,1,1,1,4,1
178,2025,113000,1,1,1,2,1,4,1
179,2025,74000,1,1,1,2,1,4,1
180,2025,220000,1,1,1,1,1,2,1
181,2025,96600,1,1,1,1,1,2,1
182,2025,202093,1,1,1,1,1,2,1
183,2025,137000,1,1,1,3,1,2,1
184,2025,60400,1,1,1,3,1,2,1
185,2025,155000,1,1,1,1,1,2,1
186,2025,202000,1,1,1,1,1,2,1
187,2025,310500,2,1,1,1,1,4,1
188,2025,164000,2,1,1,1,1,4,1
189,2025,202000,1,1,1,2,1,1,1
190,2025,112655,1,1,1,2,1,1,1
191,2025,102000,1,1,1,1,1,2,1
192,2025,46988,1,1,1,1,1,2,1
193,2025,213200,1,1,1,2,1,2,1
194,2025,129200,1,1,1,2,1,2,1
195,2025,95000,1,1,1,2,1,2,1
196,2025,63400,1,1,1,2,1,2,1
197,2025,176000,1,1,1,2,1,2,1
198,2025,72700,1,1,1,2,1,2,1
199,2025,100000,1,1,1,3,1,2,1
200,2025,215000,1,1,1,1,1,4,1
201,2025,180000,1,1,1,1,1,4,1
202,2025,89000,1,1,1,1,1,2,1
203,2025,135400,1,1,1,1,1,1,1
204,2025,77400,1,1,1,1,1,2,1
205,2025,275000,1,1,1,2,1,3,1
206,2025,150000,1,1,1,2,1,3,1
207,2025,170000,2,1,1,1,1,3,1
208,2025,150000,2,1,1,1,1,3,1
209,2025,151500,1,1,1,1,1,2,1
210,2025,90400,1,1,1,1,1,2,1
211,2025,226000,1,1,1,1,1,4,1
212,2025,54000,1,1,1,3,1,2,1
213,2025,150000,1,1,1,1,1,4,1
214,2025,130000,1,1,1,1,1,4,1
215,2025,281000,2,1,1,1,1,1,1
216,2025,204000,2,1,1,1,1,1,1
217,2025,225000,1,1,1,1,1,3,1
218,2025,150000,1,1,1,1,1,3,1
219,2025,180000,1,1,1,3,1,2,1
220,2025,150000,1,1,1,3,1,2,1
221,2025,134500,1,1,1,1,1,2,1
222,2025,103600,1,1,1,1,1,2,1
223,2025,242500,1,1,1,1,1,4,1
224,2025,111740,1,1,1,2,1,1,1
225,2025,75500,1,1,1,2,1,1,1
226,2025,250000,1,1,1,1,1,4,1
227,2025,170000,1,1,1,1,1,4,1
228,2025,245000,1,1,1,1,1,1,1
229,2025,136000,1,1,1,1,1,1,1
230,2025,150000,2,1,1,1,1,1,1
231,2025,130000,2,1,1,1,1,1,1
232,2025,178100,1,1,1,2,1,4,1
233,2025,79000,1,1,1,2,1,4,1
234,2025,150000,2,1,1,1,1,2,1
235,2025,105000,2,1,1,1,1,2,1
236,2025,247296,1,1,1,1,1,5,1
237,2025,139776,1,1,1,1,1,5,1
238,2025,108200,2,1,1,2,1,2,1
239,2025,81400,2,1,1,2,1,2,1
240,2025,91900,2,1,1,2,1,2,1
241,2025,76900,2,1,1,2,1,2,1
242,2025,130000,1,1,1,2,1,2,1
243,2025,104000,1,1,1,2,1,2,1
244,2025,165000,2,1,1,1,1,4,1
245,2025,135000,2,1,1,1,1,4,1
246,2025,150000,1,1,1,2,1,1,1
247,2025,100000,1,1,1,2,1,1,1
248,2025,136000,1,1,1,1,1,4,1
249,2025,207965,1,2,1,2,1,2,1
250,2025,138643,1,2,1,2,1,2,1
251,2025,266000,1,1,1,1,1,2,1
252,2025,177000,1,1,1,1,1,2,1
253,2025,90000,1,1,1,2,1,2,1
254,2025,60000,1,1,1,2,1,2,1
255,2025,98000,1,1,1,3,1,2,1
256,2025,83000,1,1,1,3,1,2,1
257,2025,123625,1,1,1,3,1,2,1
258,2025,77265,1,1,1,3,1,2,1
259,2025,110000,1,1,1,2,1,2,1
260,2025,78000,1,1,1,2,1,2,1
261,2025,115000,1,1,1,2,1,2,1
262,2025,85000,1,1,1,2,1,2,1
263,2025,208800,1,1,1,2,1,4,1
264,2025,98300,1,1,1,2,1,4,1
265,2025,337000,1,1,1,1,1,1,1
266,2025,237000,1,1,1,1,1,1,1
267,2025,239000,1,1,1,2,1,1,1
268,2025,161000,1,1,1,2,1,1,1
269,2025,141000,1,1,1,1,1,4,1
270,2025,108000,1,1,1,1,1,4,1
271,2025,112370,1,1,1,3,1,2,1
272,2025,68640,1,1,1,3,1,2,1
273,2025,221000,1,1,1,1,1,2,1
274,2025,161000,1,1,1,1,1,2,1
275,2025,209000,1,1,1,1,1,3,1
276,2025,152000,1,1,1,1,1,3,1
277,2025,240400,1,1,1,1,1,1,1
278,2025,137400,1,1,1,1,1,1,1
279,2025,108500,2,1,1,1,1,2,1
280,2025,78800,2,1,1,1,1,2,1
281,2025,111500,1,1,1,1,1,2,1
282,2025,67500,1,1,1,1,1,2,1
283,2025,248700,1,1,1,1,1,5,1
284,2025,155700,1,1,1,1,1,5,1
285,2025,165400,1,1,1,1,1,2,1
286,2025,106700,1,1,1,1,1,2,1
287,2025,132400,1,1,1,1,1,2,1
288,2025,88300,1,1,1,1,1,2,1
289,2025,172000,1,1,1,1,1,2,1
290,2025,75600,1,1,1,1,1,2,1
291,2025,90000,1,1,1,1,1,4,1
292,2025,269900,1,1,1,1,1,1,1
293,2025,143200,1,1,1,1,1,1,1
294,2025,170000,1,1,1,2,1,2,1
295,2025,252000,1,1,1,2,1,4,1
296,2025,168000,1,1,1,2,1,4,1
297,2025,212800,2,2,1,2,1,1,1
298,2025,136000,2,2,1,2,1,1,1
299,2025,252000,1,1,1,1,1,4,1
300,2025,168000,1,1,1,1,1,4,1
301,2025,168480,1,1,1,1,1,1,1
302,2025,91520,1,1,1,1,1,1,1
303,2024,131958,1,1,1,1,1,2,1
304,2024,79175,1,1,1,1,1,2,1
305,2024,280000,1,1,1,2,1,1,1
306,2024,80000,1,1,1,2,1,1,1
307,2024,720000,1,1,1,3,1,2,1
308,2024,170000,1,1,1,3,1,2,1
309,2024,720000,1,1,1,2,1,2,1
310,2024,170000,1,1,1,2,1,2,1
311,2024,700000,2,1,1,2,1,2,1
312,2024,100000,2,1,1,2,1,2,1
313,2024,179000,1,1,1,1,1,2,1
314,2024,112000,1,1,1,1,1,2,1
315,2024,179000,1,1,1,2,1,1,1
316,2024,112000,1,1,1,2,1,1,1
317,2024,720000,1,1,1,2,1,1,1
318,2024,100000,1,1,1,2,1,1,1
319,2024,113145,2,1,1,1,1,2,1
320,2024,70715,2,1,1,1,1,2,1
321,2024,720000,2,1,1,1,1,4,1
322,2024,100000,2,1,1,1,1,4,1
323,2024,95347,1,1,1,3,1,2,1
324,2024,57200,1,1,1,3,1,2,1
325,2024,100000,2,1,1,1,1,2,1
326,2024,80000,2,1,1,1,1,2,1
327,2024,725000,1,1,1,2,1,1,1
328,2024,240000,1,1,1,2,1,1,1
329,2024,619000,2,1,1,1,1,4,1
330,2024,220000,1,1,1,3,1,2,1
331,2024,80000,1,1,1,3,1,2,1
332,2024,72000,1,1,1,2,1,2,1
333,2024,54000,1,1,1,2,1,2,1
334,2024,197500,1,1,1,1,1,5,1
335,2024,111100,1,1,1,1,1,5,1
336,2024,181896,1,1,1,1,1,2,1
337,2024,110240,1,1,1,1,1,2,1
338,2024,281000,1,1,1,1,1,2,1
339,2024,206000,1,1,1,1,1,2,1
340,2024,160000,1,1,1,1,1,2,1
341,2024,149200,1,1,1,1,1,2,1
342,2024,203500,1,1,1,1,1,3,1
343,2024,117700,1,1,1,1,1,3,1
344,2024,73588,1,1,1,2,1,1,1
345,2024,103100,1,1,1,1,1,2,1
346,2024,64000,1,1,1,1,1,2,1
347,2024,89600,1,1,1,3,1,2,1
348,2024,62400,1,1,1,3,1,2,1
349,2024,720000,1,1,1,2,1,3,1
350,2024,100000,1,1,1,2,1,3,1
351,2024,400000,1,1,1,2,1,1,1
352,2024,170000,1,1,1,2,1,1,1
353,2024,220000,1,1,1,3,1,3,1
354,2024,80000,1,1,1,3,1,3,1
355,2024,197500,2,1,1,2,1,1,1
356,2024,138500,2,1,1,2,1,1,1
357,2024,122500,1,1,1,1,1,1,1
358,2024,189900,1,1,1,2,1,2,1
359,2024,101800,1,1,1,2,1,2,1
360,2024,119000,1,1,1,2,1,1,1
361,2024,86500,1,1,1,2,1,1,1
362,2024,103576,2,1,1,3,1,2,1
363,2024,60927,2,1,1,3,1,2,1
364,2024,114400,2,1,1,3,1,2,1
365,2024,76800,2,1,1,3,1,2,1
366,2024,90000,1,1,1,1,1,2,1
367,2024,80000,1,1,1,1,1,2,1
368,2024,97100,2,1,1,2,1,2,1
369,2024,54000,2,1,1,2,1,2,1
370,2024,151700,2,1,1,1,1,2,1
371,2024,84300,2,1,1,1,1,2,1
372,2024,123000,1,1,1,2,1,2,1
373,2024,251500,1,1,1,1,1,3,1
374,2024,125700,1,1,1,1,1,3,1
375,2024,258750,1,1,1,1,1,1,1
376,2024,132000,1,1,1,1,1,1,1
377,2024,419750,1,1,1,1,1,2,1
378,2024,272000,1,1,1,1,1,2,1
379,2024,172000,1,1,1,2,1,2,1
380,2024,75600,1,1,1,2,1,2,1
381,2024,222480,2,1,1,1,1,2,1
382,2024,83430,2,1,1,1,1,2,1
383,2024,419750,1,1,1,2,1,1,1
384,2024,220000,1,1,1,2,1,1,1
385,2024,137000,1,1,1,3,1,2,1
386,2024,60400,1,1,1,3,1,2,1
387,2024,128000,1,1,1,1,1,1,1
388,2024,201250,1,1,1,1,1,3,1
389,2024,108000,1,1,1,1,1,3,1
390,2024,304750,1,1,1,1,1,3,1
391,2024,164000,1,1,1,1,1,3,1
392,2025,183580,2,1,1,1,1,3,1
393,2025,111260,2,1,1,1,1,3,1
394,2025,185000,1,1,1,1,1,2,1
395,2025,115000,1,1,1,1,1,2,1
396,2025,240500,1,2,1,1,1,2,1
397,2025,139100,1,2,1,1,1,2,1
398,2025,223600,1,2,1,2,1,3,1
399,2025,129300,1,2,1,2,1,3,1
400,2025,323400,2,1,1,1,1,2,1
401,2025,224900,2,1,1,1,1,2,1
402,2025,160000,2,1,1,1,1,1,1
403,2025,120000,2,1,1,1,1,1,1
404,2025,129780,1,1,1,2,1,2,1
405,2025,92700,1,1,1,2,1,2,1
406,2025,183500,1,1,1,2,1,2,1
407,2025,115500,1,1,1,2,1,2,1
408,2025,194688,1,1,1,1,1,4,1
409,2025,118976,1,1,1,1,1,4,1
410,2025,215000,2,1,1,1,1,2,1
411,2025,175000,2,1,1,1,1,2,1
412,2025,245000,1,1,1,1,1,4,1
413,2025,125000,1,1,1,1,1,4,1
414,2025,245000,1,1,1,2,1,4,1
415,2025,125000,1,1,1,2,1,4,1
416,2025,340000,1,1,1,2,1,4,1
417,2025,315000,1,1,1,2,1,4,1
418,2025,226000,2,1,1,2,1,2,1
419,2025,153700,2,1,1,2,1,2,1
420,2025,184250,1,1,1,1,1,2,1
421,2025,167500,1,1,1,1,1,2,1
422,2025,226000,2,1,1,2,1,4,1
423,2025,153700,2,1,1,2,1,4,1
424,2025,160000,1,1,1,1,1,1,1
425,2025,262000,2,1,1,1,1,1,1
426,2025,178200,2,1,1,1,1,1,1
427,2025,100000,2,1,1,3,1,1,1
428,2025,156000,1,1,1,2,1,4,1
429,2025,93600,1,1,1,2,1,4,1
430,2025,190000,1,1,1,2,1,1,1
431,2025,170000,1,1,1,2,1,1,1
432,2024,95000,1,1,1,2,1,2,1
433,2024,85000,1,1,1,2,1,2,1
434,2024,105000,2,1,1,3,1,2,1
435,2024,75000,2,1,1,3,1,2,1
436,2024,58000,1,1,1,3,1,2,1
437,2024,42000,1,1,1,3,1,2,1
438,2024,225000,1,1,1,1,1,2,1
439,2024,209000,1,1,1,1,1,2,1
440,2024,220000,1,1,1,1,1,4,1
441,2024,150000,1,1,1,1,1,4,1
442,2024,130100,2,1,1,1,1,2,1
443,2024,72400,2,1,1,1,1,2,1
444,2024,204100,2,1,1,1,1,4,1
445,2024,152200,2,1,1,1,1,4,1
446,2024,132400,1,1,1,1,1,2,1
447,2024,88300,1,1,1,1,1,2,1
448,2024,220000,1,1,1,1,2,2,1
449,2024,96600,1,1,1,1,2,2,1
450,2024,180000,1,1,1,1,1,2,1
451,2024,192400,1,1,1,2,1,2,1
452,2024,109000,1,1,1,2,1,2,1
453,2024,284280,1,1,1,1,1,2,1
454,2024,130295,1,1,1,1,1,2,1
455,2024,211180,2,1,1,1,1,4,1
456,2024,127890,2,1,1,1,1,4,1
457,2024,166320,2,1,1,2,1,2,1
458,2024,104080,2,1,1,2,1,2,1
459,2024,234500,2,1,1,1,1,4,1
460,2024,142140,2,1,1,1,1,4,1
461,2024,186350,2,1,1,1,1,1,1
462,2024,116550,2,1,1,1,1,1,1
463,2024,334600,1,1,1,1,1,4,1
464,2024,184000,1,1,1,1,1,4,1
465,2024,172000,1,1,1,2,1,1,1
466,2024,75600,1,1,1,2,1,1,1
467,2024,155000,1,1,1,2,1,1,1
468,2024,176000,1,1,1,1,1,4,1
469,2024,72700,1,1,1,1,1,4,1
470,2024,202750,1,1,1,1,1,3,1
471,2024,139800,1,1,1,1,1,3,1
472,2024,185000,1,2,1,1,1,1,1
473,2024,105100,1,2,1,1,1,1,1
474,2024,128950,2,1,1,1,1,2,1
475,2024,103200,2,1,1,1,1,2,1
476,2024,101527,1,1,1,3,1,2,1
477,2024,78175,1,1,1,3,1,2,1
478,2024,120452,2,1,1,3,1,2,1
479,2024,51393,2,1,1,3,1,2,1
480,2024,142133,2,1,1,1,1,2,1
481,2024,60643,2,1,1,1,1,2,1
482,2024,159264,1,1,1,1,1,2,1
483,2024,113760,1,1,1,1,1,2,1
484,2024,192417,1,1,1,1,1,2,1
485,2024,137441,1,1,1,1,1,2,1
486,2024,238000,1,1,1,1,1,2,1
487,2024,190000,1,1,1,1,1,2,1
488,2024,95000,2,1,1,3,1,2,1
489,2024,70000,2,1,1,3,1,2,1
490,2024,195000,2,1,1,2,1,2,1
491,2024,175000,2,1,1,2,1,2,1
492,2024,151800,2,1,1,1,1,2,1
493,2024,126900,2,1,1,1,1,2,1
494,2024,129100,2,1,1,1,1,2,1
495,2024,107800,2,1,1,1,1,2,1
496,2024,121253,1,1,1,1,1,2,1
497,2024,55155,1,1,1,1,1,2,1
498,2024,177341,1,1,1,1,1,2,1
499,2024,273700,2,1,1,1,1,2,1
500,2024,103700,2,1,1,1,1,2,1
501,2024,265000,1,1,1,1,1,2,1
502,2024,164000,1,1,1,1,1,2,1
503,2024,303400,2,1,1,1,1,3,1
504,2024,216700,2,1,1,1,1,3,1
505,2024,300000,1,1,1,1,1,4,1
506,2024,270000,1,1,1,1,1,4,1
507,2024,185000,2,1,1,1,1,1,1
508,2024,129000,2,1,1,1,1,1,1
509,2024,247296,2,1,1,1,1,5,1
510,2024,139776,2,1,1,1,1,5,1
511,2024,300000,1,1,1,1,1,1,1
512,2024,176000,1,1,1,1,1,1,1
513,2024,97500,1,1,1,3,1,2,1
514,2024,72200,1,1,1,3,1,2,1
515,2024,79900,1,1,1,3,1,2,1
516,2024,59200,1,1,1,3,1,2,1
517,2024,223400,1,2,1,2,1,2,1
518,2024,136000,1,2,1,2,1,2,1
519,2024,180000,1,1,1,1,1,5,1
520,2024,100000,1,1,1,1,1,5,1
521,2024,372400,2,1,1,1,1,3,1
522,2024,266000,2,1,1,1,1,3,1
523,2024,225000,2,1,1,1,1,4,1
524,2024,150000,2,1,1,1,1,4,1
525,2024,215000,1,1,1,1,1,1,1
526,2024,134500,1,1,1,1,1,1,1
527,2024,220000,2,1,1,2,1,1,1
528,2024,140000,2,1,1,2,1,1,1
529,2024,346000,1,1,1,1,1,4,1
530,2024,320000,1,1,1,1,1,4,1
531,2024,250000,1,1,1,2,1,1,1
532,2024,230000,1,1,1,2,1,1,1
533,2024,211000,1,1,1,2,1,1,1
534,2024,142000,1,1,1,2,1,1,1
535,2024,200000,1,1,1,1,1,4,1
536,2024,136000,1,1,1,1,1,4,1
537,2024,154460,1,1,1,2,1,2,1
538,2024,92684,1,1,1,2,1,2,1
539,2024,158000,1,1,1,2,1,2,1
540,2024,108000,1,1,1,2,1,2,1
541,2024,284000,1,1,1,1,1,4,1
542,2024,189000,1,1,1,1,1,4,1
543,2024,75000,1,1,1,1,1,2,1
544,2024,85000,1,1,1,2,1,1,1
545,2024,70000,1,1,1,2,1,1,1
546,2024,150000,2,1,1,2,1,1,1
547,2024,130000,2,1,1,2,1,1,1
548,2024,90000,1,1,1,3,1,2,1
549,2024,70000,1,1,1,3,1,2,1
550,2024,135800,1,1,1,1,1,2,1
551,2024,84500,1,1,1,1,1,2,1
552,2024,140000,1,1,1,1,1,2,1
553,2024,125000,1,1,1,1,1,2,1
554,2024,125000,1,1,1,2,1,2,1
555,2024,115000,1,1,1,2,1,2,1
556,2024,170000,1,1,1,1,1,2,1
557,2024,126900,1,1,1,1,1,2,1
558,2024,227950,1,1,1,1,1,4,1
559,2024,126100,1,1,1,1,1,4,1
560,2024,61500,2,1,1,2,1,2,1
561,2024,49500,2,1,1,2,1,2,1
562,2024,121300,2,1,1,1,1,2,1
563,2024,67400,2,1,1,1,1,2,1
564,2024,280000,1,1,1,1,1,1,1
565,2024,190000,1,1,1,1,1,1,1
566,2024,185000,1,1,1,1,1,1,1
567,2024,160000,1,1,1,1,1,1,1
568,2024,190000,2,1,1,1,1,2,1
569,2024,150000,2,1,1,1,1,2,1
570,2024,198440,2,1,1,1,1,2,1
571,2024,116100,2,1,1,1,1,2,1
572,2024,220000,2,1,1,1,1,2,1
573,2024,178000,2,1,1,1,1,2,1
574,2024,213000,2,1,1,1,1,4,1
575,2024,177000,2,1,1,1,1,4,1
576,2024,250200,1,1,1,1,1,3,1
577,2024,117200,1,1,1,1,1,3,1
578,2024,206500,2,1,1,2,1,3,1
579,2024,147500,2,1,1,2,1,3,1
580,2024,210000,1,1,1,1,1,1,1
581,2024,152800,1,1,1,1,1,1,1
582,2024,230000,1,1,1,1,1,2,1
583,2024,200000,1,1,1,1,1,2,1
584,2024,120000,2,1,1,1,1,2,1
585,2024,95000,2,1,1,1,1,2,1
586,2024,110200,2,1,1,2,1,2,1
587,2024,61200,2,1,1,2,1,2,1
588,2024,133500,1,1,1,2,1,2,1
589,2024,92900,1,1,1,2,1,2,1
590,2024,230000,1,1,1,1,1,3,1
591,2024,185000,1,1,1,1,1,3,1
592,2024,100000,1,1,1,2,1,2,1
593,2024,74080,1,1,1,2,1,2,1
594,2024,160000,1,1,1,2,1,2,1
595,2024,110000,1,1,1,2,1,2,1
596,2024,97100,2,1,1,3,1,2,1
597,2024,54000,2,1,1,3,1,2,1
598,2024,89300,1,1,1,3,1,2,1
599,2024,68000,1,1,1,3,1,2,1
600,2024,130100,2,1,1,2,1,2,1
601,2024,72400,2,1,1,2,1,2,1
602,2024,204700,1,1,1,1,1,5,1
603,2024,115700,1,1,1,1,1,5,1
604,2024,208800,1,1,1,2,1,4,1
605,2024,98300,1,1,1,2,1,4,1
606,2024,138500,2,1,1,1,1,2,1
607,2024,114000,2,1,1,1,1,2,1
608,2024,261000,1,1,1,1,1,6,1
609,2024,174000,1,1,1,1,1,6,1
610,2024,191600,2,1,1,2,1,1,1
611,2024,103500,2,1,1,2,1,1,1
612,2024,135000,2,1,1,2,1,1,1
613,2024,120000,2,1,1,2,1,1,1
614,2024,130000,1,1,1,1,1,5,1
615,2024,237000,2,1,1,2,1,1,1
616,2024,199000,2,1,1,2,1,1,1
617,2024,188500,1,1,1,1,1,2,1
618,2024,153900,1,1,1,1,1,2,1
619,2024,199700,1,1,1,1,1,3,1
620,2024,165100,1,1,1,1,1,3,1
621,2024,167500,1,1,1,2,1,3,1
622,2024,138500,1,1,1,2,1,3,1
623,2024,174900,1,1,1,1,1,3,1
624,2024,214200,1,1,1,1,1,2,1
625,2024,187700,1,1,1,1,1,2,1
626,2024,165100,1,1,1,1,1,2,1
627,2024,283800,1,1,1,1,1,4,1
628,2024,248700,1,1,1,1,1,4,1
629,2024,194800,2,1,1,1,1,2,1
630,2024,170700,2,1,1,1,1,2,1
631,2024,203275,2,1,1,1,1,2,1
632,2024,112450,2,1,1,1,1,2,1
